ID,body_text,label,country1,lang,headline
FC28,false: voice message of a so-called ombudsman that says that internet may collapse in argentina.,False, Argentina,es,voice message of a so-called ombudsman that says that internet may collapse in argentina.
FC29,"false: a picture shows the ibirapuera gymnasium temporary hospital, in são paulo, empty.",FALSE, Brazil,pt,"a picture shows the ibirapuera gymnasium temporary hospital, in são paulo, empty."
FC30,false: “the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting.”,FALSE, United States,en,“the mainstream media pretended there was a deadly surge in covid cases thanks to wisconsinites voting.”
FC31,"false: china seeks court’s approval to kill 20,000 coronavirus patients.",False, India,en,"china seeks court’s approval to kill 20,000 coronavirus patients."
FC32,misleading: the new hantavirus is a deadly problem emerging in china. there is no cure for it.,Misleading, Ukraine,,the new hantavirus is a deadly problem emerging in china. there is no cure for it.
FC33,false: a “chinese spy team” working in a canadian government lab sent “pathogens to the wuhan facility” prior to the coronavirus outbreak.,False, United States,en,a “chinese spy team” working in a canadian government lab sent “pathogens to the wuhan facility” prior to the coronavirus outbreak.
FC34,"false: the government and bill gates have overshadowed the social profiles of de donno, the doctor who experiments with plasma treatment in the mantua hospital. matteo salvini: “whoever touches bill gates’ business disappears”.",FALSE, Italy,it,"the government and bill gates have overshadowed the social profiles of de donno, the doctor who experiments with plasma treatment in the mantua hospital. matteo salvini: “whoever touches bill gates’ business disappears”."
FC35,,False,,en,did trump tweet in 2009 that he would ‘never let thousands of americans die from a pandemic’? seems like there's a tweet for everything ... but that doesn't make it real. false
FC36,misleading: syrians are gathering regardless of coronavirus outbreak.,Misleading," Middle East, North Africa",tl,syrians are gathering regardless of coronavirus outbreak.
FC37,false: houseflies can transmit the covid-19 virus.,FALSE, India,en,houseflies can transmit the covid-19 virus.
FC38,"false: indian government has started a scheme called the rashtriya sikhshit berojgar yojna, to help those who are educated and unemployed during the lockdown.",FALSE, India,en,"indian government has started a scheme called the rashtriya sikhshit berojgar yojna, to help those who are educated and unemployed during the lockdown."
FC39,"false: governmental economic measures will allow “unemployed people to earn 100% of their wage, workers 70% and craftsmen 0%”",False, France,fr,"governmental economic measures will allow “unemployed people to earn 100% of their wage, workers 70% and craftsmen 0%”"
FC40,false: video shows eu flag was lowered in france to protest outbreak policies.,False, Turkey,tl,video shows eu flag was lowered in france to protest outbreak policies.
FC41,"false: seeing the rise of novel coronavirus in india, the who has recommended the government of india lockdown the country from 4/15/20 to 6/15/20.",False, India,tl,"seeing the rise of novel coronavirus in india, the who has recommended the government of india lockdown the country from 4/15/20 to 6/15/20."
FC42,false: a claim that sri lankan students were flown home by pakistan after they were stranded during the county’s covid-19 lockdown has been shared on facebook and whatsapp.,FALSE, Sri Lanka,en,a claim that sri lankan students were flown home by pakistan after they were stranded during the county’s covid-19 lockdown has been shared on facebook and whatsapp.
FC43,false: a muslim man was beaten up because he was infecting fruits with his saliva.,FALSE, India,en,a muslim man was beaten up because he was infecting fruits with his saliva.
FC44,false: the congress of deputies -the spanish lower house- has deleted the income of the mp’s from its website so that no one can see what they are earning in times of alarm and crisis for the coronavirus.,FALSE, Spain,es,the congress of deputies -the spanish lower house- has deleted the income of the mp’s from its website so that no one can see what they are earning in times of alarm and crisis for the coronavirus.
FC45,"false: a video (allegedly) of the hospital das clínicas, são paulo. it shows an empty waiting room. the person filming says that the government is lying when it says there are covid-19 patients in the hospital.",FALSE, Brazil,pt,"a video (allegedly) of the hospital das clínicas, são paulo. it shows an empty waiting room. the person filming says that the government is lying when it says there are covid-19 patients in the hospital."
FC46,false: a video purporting that an attack on doctors was avenged by policemen.,False, India,en,a video purporting that an attack on doctors was avenged by policemen.
FC47,"false: garlic, onions and other traditional medicine recipes are treatments against the new coronavirus.",False, Ukraine,tl,"garlic, onions and other traditional medicine recipes are treatments against the new coronavirus."
FC48,false: gov. gavin newsom “has no legal authority” to make wearing face coverings mandatory in california.,FALSE, United States,en,gov. gavin newsom “has no legal authority” to make wearing face coverings mandatory in california.
FC49,false: image of a couple claimed as activists peter demello and siraj bilsara shared in connection with palghar lynching.,FALSE, India,mr,image of a couple claimed as activists peter demello and siraj bilsara shared in connection with palghar lynching.
FC50,false: who has guidelines that encourage child masturbation.,FALSE, Brazil,pt,who has guidelines that encourage child masturbation.
FC51,"false: a video of food packets deposited on a street has been viewed millions of times on facebook, twitter and youtube alongside a claim it shows food donations for people in turkey during a novel coronavirus lockdown.",False, Australia,en,"a video of food packets deposited on a street has been viewed millions of times on facebook, twitter and youtube alongside a claim it shows food donations for people in turkey during a novel coronavirus lockdown."
FC52,false: an email from caixabank asking people to change data related to their account.,False, Spain,es,an email from caixabank asking people to change data related to their account.
FC53,"false: an alleged statement from the mexican ministry of health informs that people who are seen outside their home without a work or personal objective regarding the use of a basic need, will be asked for an official identification and will wear a yellow bracelet.",FALSE, Mexico,es,"an alleged statement from the mexican ministry of health informs that people who are seen outside their home without a work or personal objective regarding the use of a basic need, will be asked for an official identification and will wear a yellow bracelet."
FC54,false: a post shared on facebook and whatsapp claims that china has sent covid-19 vaccines to burundi.,FALSE, Kenya,en,a post shared on facebook and whatsapp claims that china has sent covid-19 vaccines to burundi.
FC55,false: indian singer kanika kapoor was treated in mumbai wockhardt hospital for covid-19; the hospital was shut down as staff got infected.,False, India,ta,indian singer kanika kapoor was treated in mumbai wockhardt hospital for covid-19; the hospital was shut down as staff got infected.
FC56,"false: in order to take money from pm national relief fund (pmnrf), congress president’s permission is required, that is why pm cares is created.",FALSE, India,te,"in order to take money from pm national relief fund (pmnrf), congress president’s permission is required, that is why pm cares is created."
FC57,false: china released a movie called “coronavirus” in 2013.,False, Brazil,pt,china released a movie called “coronavirus” in 2013.
FC58,false: there was a riot in a grocery store due to covid-19.,False, Canada,fr,there was a riot in a grocery store due to covid-19.
FC59,"false: death toll in wuhan due to coronavirus reaches 10,000 people",False, Indonesia,,"death toll in wuhan due to coronavirus reaches 10,000 people"
FC60,false: videos showing black people being attacked by asian people have been shared thousands of times online in recent weeks. although africans living in china have reported discrimination linked to the coronavirus pandemic,FALSE," Asia, Africa",en,videos showing black people being attacked by asian people have been shared thousands of times online in recent weeks. although africans living in china have reported discrimination linked to the coronavirus pandemic
FC61,false: footballer ronaldo is turning his hotels into covid-19 hospitals.,False, South Africa,en,footballer ronaldo is turning his hotels into covid-19 hospitals.
FC62,false: doctors recommend vitamin c and fennel seed tea to help avoid the novel coronavirus.,False, Brazil,pt,doctors recommend vitamin c and fennel seed tea to help avoid the novel coronavirus.
FC63,false: muslims are licking their plates to spread coronavirus and infect more people with the virus.,False, India,en,muslims are licking their plates to spread coronavirus and infect more people with the virus.
FC64,"false: in kenya, safaricom gives subscribers sh2,500 covid-19 relief.",FALSE, Kenya,en,"in kenya, safaricom gives subscribers sh2,500 covid-19 relief."
FC65,false: coronavirus infections are linked to a lack of vitamin d.,False, Spain,es,coronavirus infections are linked to a lack of vitamin d.
FC66,false: who warned against consuming cabbage to prevent covid-19.,FALSE, India,en,who warned against consuming cabbage to prevent covid-19.
FC67,false: goodwill laid off all employees due to covid-19.,False, United States,en,goodwill laid off all employees due to covid-19.
FC68,false: a headline alleges that the first pregnant woman with coronavirus gave birth in macedonia.,False, North Macedonia,mk,a headline alleges that the first pregnant woman with coronavirus gave birth in macedonia.
FC69,false: pizza hut has announced that they will give two free large pizzas to each family in mexico.,FALSE, Mexico,es,pizza hut has announced that they will give two free large pizzas to each family in mexico.
FC70,"false: according to the “plandemic” documentary, “the actual pandemic comes from the sars outbreak”.",FALSE, Paraguay,es,"according to the “plandemic” documentary, “the actual pandemic comes from the sars outbreak”."
FC71,false: there are 100 children infected with covid-19 in the main hospital in lima.,False, Peru,es,there are 100 children infected with covid-19 in the main hospital in lima.
FC72,false: video showing how italy started a conference reciting the holy quran.,FALSE, Italy,,video showing how italy started a conference reciting the holy quran.
FC73,false: netflix gives away free accounts during coronavirus quarantine.,False, Spain,es,netflix gives away free accounts during coronavirus quarantine.
FC74,false: don’t wear clothes with fur collar or fleece material. it is easy to be contaminated by the “wuhan virus”.,False, Taiwan,zh-tw,don’t wear clothes with fur collar or fleece material. it is easy to be contaminated by the “wuhan virus”.
FC75,false: coronavirus will be exterminated if lockdowns are lifted.,False, United States,en,coronavirus will be exterminated if lockdowns are lifted.
FC76,false: the government of mexico asks to deposit $ 300 pesos to activate the support card for covid-19.,FALSE, Mexico,es,the government of mexico asks to deposit $ 300 pesos to activate the support card for covid-19.
FC77,"false: images showing vaccines for coronavirus have already been discovered, were patented and will be readily available.",False, India,en,"images showing vaccines for coronavirus have already been discovered, were patented and will be readily available."
FC78,"false: kennedy center, pbs donated to democrats after getting covid-19 stimulus money.",FALSE, United States,en,"kennedy center, pbs donated to democrats after getting covid-19 stimulus money."
FC79,mostly false: biden claims that trump did not try to get medical experts into china.,Mostly false, United States,en,biden claims that trump did not try to get medical experts into china.
FC80,false: video of a train carrying the trucks with essential goods during the current lockdown in india. it’s a “brilliant idea” by modi’s government.,False, India,en,video of a train carrying the trucks with essential goods during the current lockdown in india. it’s a “brilliant idea” by modi’s government.
FC81,false: video of black bucks crossing a road in kaziranga national park amid covid-19 lockdown.,FALSE, India,bn,video of black bucks crossing a road in kaziranga national park amid covid-19 lockdown.
FC82,false: lemon and bicarbonate kill the virus.,False, Spain,es,lemon and bicarbonate kill the virus.
FC83,false: stores and supermarkets in veracruz (mexico) will close due to the new coronavirus. the local government has asked people to buy supplies.,False, Mexico,es,stores and supermarkets in veracruz (mexico) will close due to the new coronavirus. the local government has asked people to buy supplies.
FC84,false: the u.s. occupational safety and health administration (osha) says masks don’t work and violate osha oxygen levels.,FALSE, Egypt,en,the u.s. occupational safety and health administration (osha) says masks don’t work and violate osha oxygen levels.
FC85,false: the military is coming to paris because of the coronavirus.,False, France,fr,the military is coming to paris because of the coronavirus.
FC86,"false: during the protest in the salamanca district in madrid, people sang ‘bella ciao’.",FALSE, Spain,es,"during the protest in the salamanca district in madrid, people sang ‘bella ciao’."
FC87,partly false: multiple allegations on how to protect oneself from the new coronavirus.,Partly false, Sri Lanka,en,multiple allegations on how to protect oneself from the new coronavirus.
FC88,"false: a video has been viewed tens of thousands of times in multiple facebook, youtube and twitter posts alongside a claim it shows the islamic call to prayer being heard in spain during the covid-19 epidemic for the first time in 500 years.",False, Indonesia,en,"a video has been viewed tens of thousands of times in multiple facebook, youtube and twitter posts alongside a claim it shows the islamic call to prayer being heard in spain during the covid-19 epidemic for the first time in 500 years."
FC89,false: a purported emergency notice from australian authorities has been shared hundreds of times in multiple posts on facebook and twitter. it states people can receive free home visits from doctors during the novel coronavirus pandemic.,False, Australia,en,a purported emergency notice from australian authorities has been shared hundreds of times in multiple posts on facebook and twitter. it states people can receive free home visits from doctors during the novel coronavirus pandemic.
FC90,false: a police officer in bihar’s hajipur (india) station contracted coronavirus.,FALSE, India,bn,a police officer in bihar’s hajipur (india) station contracted coronavirus.
FC91,false: bitter gourd juice can cure coronavirus.,False, India,hi,bitter gourd juice can cure coronavirus.
FC92,false: a former and controversial cia officer said coronavirus was made in a lab.,False, United States,en,a former and controversial cia officer said coronavirus was made in a lab.
FC93,"partly false: in turkey, those who do not have disinfectants and masks in their private cars will be fined 3 thousand lira penalty.",PARTLY FALSE, Turkey,tl,"in turkey, those who do not have disinfectants and masks in their private cars will be fined 3 thousand lira penalty."
FC94,misleading: availability of a kit for coronavirus self-diagnosis.,Misleading, Italy,it,availability of a kit for coronavirus self-diagnosis.
FC95,"false: the text conveys the twitter status of natasha apostolska from tetovo (whose father died of corona), in which she claims that during the 28-day self-isolation she did not see a doctor at all, nor was she prescribed any therapy.",FALSE, North Macedonia,mk,"the text conveys the twitter status of natasha apostolska from tetovo (whose father died of corona), in which she claims that during the 28-day self-isolation she did not see a doctor at all, nor was she prescribed any therapy."
FC96,mostly false: aajtak news channel claims that consuming the herbal plant tulsi will cure coronavirus.,Mostly false, India,hi,aajtak news channel claims that consuming the herbal plant tulsi will cure coronavirus.
FC97,"false: a coronavirus positive patient found in jamnagar, a city in the state of gujarat.",FALSE, India,gu,"a coronavirus positive patient found in jamnagar, a city in the state of gujarat."
FC98,false: italians throwing money on streets amid covid-19 crisis.,False," Sri Lanka, India, Myanmar",en,italians throwing money on streets amid covid-19 crisis.
FC99,"false: an image in which you see members of the government, including president pedro sánchez, speaking in a ‘circle’ without respecting social distance.",FALSE, Spain,es,"an image in which you see members of the government, including president pedro sánchez, speaking in a ‘circle’ without respecting social distance."
FC100,false: biomagnetic resonance can help to treat covid-19.,FALSE, Greece,tl,biomagnetic resonance can help to treat covid-19.
FC101,false: russia released 500 lions to ensure people would stay inside houses.,False," Sri Lanka, India, Myanmar",ta,russia released 500 lions to ensure people would stay inside houses.
FC102,false: illuminati controlled u.s. government; coronavirus caused by 5g.,False, United States,en,illuminati controlled u.s. government; coronavirus caused by 5g.
FC103,false: cristiano ronaldo donated his hotel to be turned into an hospital.,False, Turkey,tl,cristiano ronaldo donated his hotel to be turned into an hospital.
FC104,false: coronavirus detection is possible by holding your breath for 10 seconds,False, Indonesia,id,coronavirus detection is possible by holding your breath for 10 seconds
FC105,false: photos purport to show the collapse of a temporary hospital in wuhan.,False," Morocco, Tunisia, Algeria",fr,photos purport to show the collapse of a temporary hospital in wuhan.
FC106,false: a “patient tested positive” for the 2019 novel coronavirus (ncov) at the makati medical center.,False, Philippines,en,a “patient tested positive” for the 2019 novel coronavirus (ncov) at the makati medical center.
FC107,false: video of the kenyan government using a maasai tribe man to impose social distancing in kenya.,FALSE, India,en,video of the kenyan government using a maasai tribe man to impose social distancing in kenya.
FC108,false: says 44 us senators “voted not to send stimulus checks.”,FALSE, United States,en,says 44 us senators “voted not to send stimulus checks.”
FC109,"false: covid-19 has been shown not to be pneumonia, but thrombosis, so the treatment patients receive is wrong.",FALSE, Spain,es,"covid-19 has been shown not to be pneumonia, but thrombosis, so the treatment patients receive is wrong."
FC110,false: new york state governor shows data that proves that isolation is ineffective against covid-19.,FALSE, Brazil,pt,new york state governor shows data that proves that isolation is ineffective against covid-19.
FC111,false: says democrats are on vacation until may 4 and “refuse to come back” to sign a bill to help small businesses.,FALSE, United States,en,says democrats are on vacation until may 4 and “refuse to come back” to sign a bill to help small businesses.
FC112,false: povidone iodine is found to be effective in preventing covid-19 infection.,FALSE, Myanmar,,povidone iodine is found to be effective in preventing covid-19 infection.
FC113,"false: “clearly, the obama administration did not leave any kind of game plan for something like this.”",FALSE, United States,en,"“clearly, the obama administration did not leave any kind of game plan for something like this.”"
FC114,mostly false: indian telecom company jio announced a free recharge worth rs 498 for all indian citizens during coronavirus lockdown,Mostly false, India,en,indian telecom company jio announced a free recharge worth rs 498 for all indian citizens during coronavirus lockdown
FC115,false: an image of a purported cnn broadcast shared thousands of times in multiple social media posts claims nigeria’s president muhammadu buhari and his chief of staff abba kyari tested positive for the novel coronavirus.,False, Nigeria,en,an image of a purported cnn broadcast shared thousands of times in multiple social media posts claims nigeria’s president muhammadu buhari and his chief of staff abba kyari tested positive for the novel coronavirus.
FC116,false: indiantelecommunication department offering free internet services during lockdown to work from home.,FALSE, India,hi,indiantelecommunication department offering free internet services during lockdown to work from home.
FC117,false: a shaheen bagh protest in india was claimed to have coronavirus.,False, India,en,a shaheen bagh protest in india was claimed to have coronavirus.
FC118,"false: a picture quotes pharmacist stefano montanari saying that wearing protective masks would make people breathe excessive levels of carbon dioxide, leading to respiratory acidosis and cancer.",FALSE, Italy,it,"a picture quotes pharmacist stefano montanari saying that wearing protective masks would make people breathe excessive levels of carbon dioxide, leading to respiratory acidosis and cancer."
FC119,false: image of a critically ill covid-19 infected woman hugging her child for the last time before her death,FALSE, India,en,image of a critically ill covid-19 infected woman hugging her child for the last time before her death
FC120,"false: kerala, india, minister k.t jaleel still draws his salary as teacher even after quitting his job 14 years ago.",FALSE, India,ml,"kerala, india, minister k.t jaleel still draws his salary as teacher even after quitting his job 14 years ago."
FC121,false: director of who is dancing in a night club in violation of covid19 guidelines.,FALSE, Tunisia,ar,director of who is dancing in a night club in violation of covid19 guidelines.
FC122,false: a picture text circulating on whatsapp attributed to the nigeria centre for disease control claims they spent 1 billion naira on sms notifications to educate nigerians.,FALSE, Nigeria,en,a picture text circulating on whatsapp attributed to the nigeria centre for disease control claims they spent 1 billion naira on sms notifications to educate nigerians.
FC123,"misleading: as the us government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining canada’s alleged response to the outbreak flourished on social media.",Misleading, United States,en,"as the us government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining canada’s alleged response to the outbreak flourished on social media."
FC124,false: over 200 doctors in italy die every day due to coronavirus.,False," Philippines, Italy",en,over 200 doctors in italy die every day due to coronavirus.
FC125,"false: video showing manoj tiwary, leader of the ruling party of india, voilated lockdown and distributing masks among crowd.",FALSE, India,gu,"video showing manoj tiwary, leader of the ruling party of india, voilated lockdown and distributing masks among crowd."
FC126,false: holding your breath for 5 seconds can prevent covid-19 infection.,False, Myanmar,,holding your breath for 5 seconds can prevent covid-19 infection.
FC127,explanatory: an audio states that the worst coronavirus crisis in spain will start on 3/29/20.,Explanatory, Spain,es,an audio states that the worst coronavirus crisis in spain will start on 3/29/20.
FC128,false: cattle vaccine proofs that coronavirus has existed for years and that there already is a vaccine. photo showing the cattle vaccine produced by the american medical company scourguard 4kc.,FALSE, Denmark,da,cattle vaccine proofs that coronavirus has existed for years and that there already is a vaccine. photo showing the cattle vaccine produced by the american medical company scourguard 4kc.
FC129,false: a video of fire is shared with the claim that a fire erupted at solapur airport in maharashtra state due to firecrackers on 4/5/20 at 9p.m.,False, India,mr,a video of fire is shared with the claim that a fire erupted at solapur airport in maharashtra state due to firecrackers on 4/5/20 at 9p.m.
FC130,false: the new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,False, United States,en,the new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.
FC131,false: this text message shows the government is monitoring people leaving the house during coronavirus lockdown.,FALSE, United Kingdom,tl,this text message shows the government is monitoring people leaving the house during coronavirus lockdown.
FC132,false: “anybody that wants a test (for the coronavirus) can get a test.”,False, United States,en,“anybody that wants a test (for the coronavirus) can get a test.”
FC133,"false: the cure for coronavirus: ginger, lemon, onion and garlic.",FALSE, Colombia,es,"the cure for coronavirus: ginger, lemon, onion and garlic."
FC134,"false: a claim has circulated on social media that a “new virus” named hantavirus has emerged in china in march 2020. the posts were viewed hundreds of thousands of times as the world battled the spread of the novel coronavirus, which causes the disease covid-19.",False, Australia,en,"a claim has circulated on social media that a “new virus” named hantavirus has emerged in china in march 2020. the posts were viewed hundreds of thousands of times as the world battled the spread of the novel coronavirus, which causes the disease covid-19."
FC135,false: lion walking in a road and is going to vaishno devi shrine during lockdown.,FALSE, India,pa,lion walking in a road and is going to vaishno devi shrine during lockdown.
FC136,false: burglars are disguised as health agents to invade and rob apartment buildings in belo horizonte and goiânia.,False, Brazil,pt,burglars are disguised as health agents to invade and rob apartment buildings in belo horizonte and goiânia.
FC137,false: bill gates personally will profit from a covid-19 vaccine and he owns a company that plans to implant microchips in everyone.,FALSE, United States,en,bill gates personally will profit from a covid-19 vaccine and he owns a company that plans to implant microchips in everyone.
FC138,no evidence: the who is intentionally overestimating the number of deaths from coronavirus.,No evidence, Ukraine,uk,the who is intentionally overestimating the number of deaths from coronavirus.
FC139,false: chlorine dioxide cures the coronavirus.,False," Spain, Peru, United States, Mexico",es,chlorine dioxide cures the coronavirus.
FC140,false: a facebook post suggests that a scientist in the united states has found a cure for coronavirus.,False, Nigeria,en,a facebook post suggests that a scientist in the united states has found a cure for coronavirus.
FC141,false: american cdc admitted that coronavirus originated in the u.s. many covid-19 patients were misdiagnosed as coronavirus.,False, Taiwan,en,american cdc admitted that coronavirus originated in the u.s. many covid-19 patients were misdiagnosed as coronavirus.
FC142,false: image of indian muslims praying on rooftops despite complete lockdowns.,FALSE, India,ta,image of indian muslims praying on rooftops despite complete lockdowns.
FC143,"false: indian army has built a 1,000-bed quarantine facility for covid-19.",False, India,en,"indian army has built a 1,000-bed quarantine facility for covid-19."
FC144,false: there is a person with coronavirus in galicia on 2/4/20.,False, Spain,es,there is a person with coronavirus in galicia on 2/4/20.
FC145,false: film “coronavirus” predicted the current pandemic,False, Spain,es,film “coronavirus” predicted the current pandemic
FC146,false: prevotella bacteria is responsible for covid-19.,FALSE, France,fr,prevotella bacteria is responsible for covid-19.
FC147,false: sauna gives protection against covid-19.,FALSE, Belgium,nl,sauna gives protection against covid-19.
FC148,"false: augusto heleno, brazilian general, was cured from the covid-19 infection using chloroquine.",False, Brazil,pt,"augusto heleno, brazilian general, was cured from the covid-19 infection using chloroquine."
FC149,"false: cheb khaled, the king of algerian rai, dies in a paris hospital after he got infected with covid-19.",FALSE, Algeria,,"cheb khaled, the king of algerian rai, dies in a paris hospital after he got infected with covid-19."
FC150,"mostly false: under the mayor’s covid-19 order, kansas city “churchgoers must register with the government.”",Mostly False, United States,en,"under the mayor’s covid-19 order, kansas city “churchgoers must register with the government.”"
FC151,"false: when you complete a registration for a 5,000 baht support fund, it will show you a green sign, not a blue sign.",False, Thailand,,"when you complete a registration for a 5,000 baht support fund, it will show you a green sign, not a blue sign."
FC152,false: shoes are an important vector for the transmission of coronavirus.,False, Canada,fr,shoes are an important vector for the transmission of coronavirus.
FC153,false: president donald trump got a moroccan sheikh (muslim priest) to put a spell on him that prevents covid-19.,False," Middle East, North Africa",ar,president donald trump got a moroccan sheikh (muslim priest) to put a spell on him that prevents covid-19.
FC154,false: cristiano ronaldo will convert his hotels into coronavirus hospitals.,FALSE, Australia,en,cristiano ronaldo will convert his hotels into coronavirus hospitals.
FC155,false: claim that indian prime minister modi said one crore (ten million) covid-19 infected patients have been treated for free.,FALSE, India,pa,claim that indian prime minister modi said one crore (ten million) covid-19 infected patients have been treated for free.
FC156,false: multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from china to a nigerian airport.,FALSE, Nigeria,en,multiple posts shared with pictures of an aircraft delivering supplies claim to show the delivery of coronavirus vaccines from china to a nigerian airport.
FC157,false: multiple posts shared repeatedly on facebook and twitter claim covid-19 means “see a sheep surrender” in latin.,FALSE, Australia,en,multiple posts shared repeatedly on facebook and twitter claim covid-19 means “see a sheep surrender” in latin.
FC158,false: 5g is being secretly installed in croatia in the shadow of the coronavirus pandemic.,FALSE, Croatia,hr,5g is being secretly installed in croatia in the shadow of the coronavirus pandemic.
FC159,misleading: a video of a group of men leaving a mosque has been viewed tens of thousands of times in multiple posts on facebook and twitter published in april 2020 alongside a claim it shows muslims who gathered to pray in the indian state of gujarat in defiance of a nationwide covid-19 lockdown.,misleading, India,en,a video of a group of men leaving a mosque has been viewed tens of thousands of times in multiple posts on facebook and twitter published in april 2020 alongside a claim it shows muslims who gathered to pray in the indian state of gujarat in defiance of a nationwide covid-19 lockdown.
FC160,partly false: australian couple quarantined onboard diamond princess cruise reveal wine drone delivery story.,PARTLY FALSE, Australia,en,australian couple quarantined onboard diamond princess cruise reveal wine drone delivery story.
FC161,false: a man in serbia broke the curfew by putting on a tree costume.,False, Turkey,tl,a man in serbia broke the curfew by putting on a tree costume.
FC162,false: covid-19 was stolen from canada by chinese spies and accidentally released in wuhan.,False, Lithuania,lt,covid-19 was stolen from canada by chinese spies and accidentally released in wuhan.
