dataset_name,source_id,headline,body_text,label,domain,license
FakeCovid-Kaggle,FC106,A “patient tested positive” for the 2019 novel coronavirus (nCoV) at the Makati Medical Center.,FALSE: 'Patient tested positive' for 2019 nCoV in Makati Medical Center,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC107,Video of the Kenyan Government using a Maasai tribe man to impose social distancing in Kenya.,Kenyan government is not using Maasai tribe men for imposing social distancing - FACTLY,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC108,Says 44 US senators “voted NOT to send stimulus checks.”,"PolitiFact | The Senate voted unanimously in favor of the stimulus bill, despite claim 44 opposed",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC109,"COVID-19 has been shown not to be pneumonia, but thrombosis, so the treatment patients receive is wrong.","La trombosis puede ser una complicación de la COVID-19, pero no es su causa | EFE Verifica | Agencia EFE",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC110,New York State Governor shows data that proves that isolation is ineffective against COVID-19.,Governador de NY não mostrou que isolamento é ineficaz contra Covid-19 | Aos Fatos,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC111,Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.,PolitiFact | Democrats aren’t ‘refusing’ to return from vacation. All of Congress is in recess,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC112,Povidone Iodine is found to be effective in preventing COVID-19 infection.,ပိုဗီဒုန်း အိုင်အိုဒင်း(Povidone-Iodine)ဟာ COVID-19 ကို ကုသနိုင်၊ ကာကွယ်နိုင်တယ် ဆိုတဲ့ အထောက်အထားခိုင်ခိုင်မာမာမရှိသေးပါ - Factcrescendo Myanmar,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC113,"“Clearly, the Obama administration did not leave any kind of game plan for something like this.”",PolitiFact | Evidence counters McConnell claim that Obama team left no pandemic ‘game plan’ for Trump,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC115,An image of a purported CNN broadcast shared thousands of times in multiple social media posts claims Nigeria’s President Muhammadu Buhari and his chief of staff Abba Kyari tested positive for the novel coronavirus.,"This CNN broadcast has been doctored, Nigerian leader did not test positive for coronavirus | AFP Fact Check",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC116,IndianTelecommunication Department offering free internet services during lockdown to work from home.,भारतीय दूरसंचार विभाग द्वारा फ्री इन्टरनेट के मैसेज पर विश्वास ना करे | – FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC117,A Shaheen Bagh protest in India was claimed to have coronavirus.,Fake Messages Claim Shaheen Bagh Protester Tested Positive For Coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC118,"A picture quotes pharmacist Stefano Montanari saying that wearing protective masks would make people breathe excessive levels of carbon dioxide, leading to respiratory acidosis and cancer.","No, indossare la mascherina non provoca il cancro - Facta",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC119,Image of a critically ill COVID-19 infected woman hugging her child for the last time before her death,"పాత ఫోటోను పెట్టి, 'ఇటలీలో COVID -19 తో చనిపోతున్న ఒక మహిళ చివరిసారిగా తన బిడ్డని హత్తుకున్న ఫోటో' అని తప్పుగా షేర్ చేస్తున్నారు - FACTLY",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC120,"Kerala, India, minister K.T Jaleel still draws his salary as teacher even after quitting his job 14 years ago.",ജോലിയില്‍ നിന്നും 14 വര്‍ഷം മുന്‍പ് ലീവ് എടുത്ത ശേഷവും മന്ത്രി കെ.ടി.ജലീല്‍ ശമ്പളം വാങ്ങുന്നു എന്ന പ്രചരണം വ്യാജം.. | FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC121,Director of WHO is dancing in a night club in violation of COVID19 guidelines.,هذا الفيديو لرئيس منظمة الصحة العالمية يرقص في ملهى متجاهلًا إرشادات الوقاية من كورونا ساخر وليس حقيقي - فتبينوا,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC122,A picture text circulating on WhatsApp attributed to the Nigeria Centre for Disease Control claims they spent 1 billion naira on SMS notifications to educate Nigerians.,"SMS Advisories Has Been A Recent NCDC Strategy, But Did It Cost Them a Fortune? – Dubawa",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC123,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media.",US social media users mischaracterize Canada’s COVID-19 aid package | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC124,Over 200 doctors in Italy die every day due to coronavirus.,FALSE: Over 200 doctors die daily in Italy due to coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC125,"Video showing Manoj Tiwary, leader of the ruling party of India, voilated lockdown and distributing masks among crowd.",શું ખરેખર લોકડાઉન દરમિયાન સાંસદ મનોજ તિવારીએ સોશિયલ ડિસ્ટિનટિંગનો ભંગ કર્યો હતો..? જાણો શું છે સત્ય... | FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
